AuthorID (authorpublication),AuthorID (authorrgroup),Author ID,Pub per author,Marketshare2021,Marketshare2020,Marketshare2019,Marketshare2018,Marketshare2017,Con Acronym,ConID (conference),ConID (conferencesubject),Con ID,Con Name,Con Rank,First Name,Job Type,Number of Records,Org ID,PubID (publication),Pub ID,Pub Name,Pub Type,Pub Year,R Group Country,R Group Full Name,RGroupID (researchgroup),R Group ID,R Group Name,SubID (subjectarea),Sub ID,Sub Name,Surname,University
2000031,2000031,2000031,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PPAM,3000002,3000002,3000002,International Conference on Parallel Processing and Applied Mathematics,National: Poland,Iain,,1,,5000579,5000579,An Embedded Iterative Scheme in Electromagnetism.,Conference and Workshop Papers,2003,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,DUFF,
2000422,2000422,2000422,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PPAM,3000002,3000002,3000002,International Conference on Parallel Processing and Applied Mathematics,National: Poland,Mamoun,Permanent,1,,5010193,5010193,Maximal Group Membership in Ad Hoc Networks.,Conference and Workshop Papers,2005,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,FILALI,CNRS
2000426,2000426,2000426,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PPAM,3000002,3000002,3000002,International Conference on Parallel Processing and Applied Mathematics,National: Poland,Philippe,Permanent,1,,5010193,5010193,Maximal Group Membership in Ad Hoc Networks.,Conference and Workshop Papers,2005,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,MAURAN,toulouse inp
2000429,2000429,2000429,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PPAM,3000002,3000002,3000002,International Conference on Parallel Processing and Applied Mathematics,National: Poland,Philippe,Permanent,1,,5010193,5010193,Maximal Group Membership in Ad Hoc Networks.,Conference and Workshop Papers,2005,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,QUéINNEC,toulouse inp
2000000,2000000,2000000,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Alfredo,Permanent,1,,5000039,5000039,Poster reception - Targeting multi-core architectures for linear algebra applications.,Conference and Workshop Papers,2006,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,BUTTARI,CNRS
2000000,2000000,2000000,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Alfredo,Permanent,1,,5000040,5000040,Tools and techniques for performance - Exploiting the performance of 32 bit floating point arithmetic in obtaining 64 bit accuracy (revisiting iterative refinement for linear systems).,Conference and Workshop Papers,2006,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,BUTTARI,CNRS
2000007,2000007,2000007,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Pierre,Permanent,1,,5000176,5000176,Block iterative methods and recycling for improved scalability of linear solvers.,Conference and Workshop Papers,2016,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,JOLIVET,CNRS
2000007,2000007,2000007,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Pierre,Permanent,1,,5000199,5000199,Scalable domain decomposition preconditioners for heterogeneous elliptic problems.,Conference and Workshop Papers,2013,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,JOLIVET,CNRS
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Daniel,Permanent,1,,5000316,5000316,The mont-blanc prototype - an alternative approach for HPC systems.,Conference and Workshop Papers,2016,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000031,2000031,2000031,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Iain,,1,,5000609,5000609,Parallel algorithm research at CERFACS.,Conference and Workshop Papers,1990,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,DUFF,
2000034,2000034,2000034,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Théo,,1,,5000641,5000641,Performance of random sampling for computing low-rank approximations of a dense matrix on GPUs.,Conference and Workshop Papers,2015,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,MARY,
2000224,2000224,2000224,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,SC,3000003,3000003,3000003,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,Tuan,,1,,5006586,5006586,A massively parallel adaptive fast-multipole method on heterogeneous architectures.,Conference and Workshop Papers,2009,France,IA,1000005,1000005,ADRIA,4000000,4000000,Distributed computing and systems software,Vu,
2000000,2000000,2000000,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,HPCC,3000004,3000004,3000004,IEEE International Conference on High Performance Computing and Communications,B,Alfredo,Permanent,1,,5000041,5000041,FAST-EVP - An Engine Simulation Tool.,Conference and Workshop Papers,2005,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,BUTTARI,CNRS
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Ronan,Permanent,1,,5000132,5000132,"Parallelisation of MACOPA, A Multi-physics Asynchronous Solver.",Conference and Workshop Papers,2016,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000132,5000132,"Parallelisation of MACOPA, A Multi-physics Asynchronous Solver.",Conference and Workshop Papers,2016,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Ronan,Permanent,1,,5000137,5000137,Sparsification on Parallel Spectral Clustering.,Conference and Workshop Papers,2012,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000009,2000009,2000009,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Sandrine,Permanent,1,,5000137,5000137,Sparsification on Parallel Spectral Clustering.,Conference and Workshop Papers,2012,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,MOUYSSET,ut3
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Ronan,Permanent,1,,5000138,5000138,An Hybrid Approach for the Parallelization of a Block Iterative Algorithm.,Conference and Workshop Papers,2010,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000138,5000138,An Hybrid Approach for the Parallelization of a Block Iterative Algorithm.,Conference and Workshop Papers,2010,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Ronan,Permanent,1,,5000139,5000139,On a Strategy for Spectral Clustering with Parallel Computation.,Conference and Workshop Papers,2010,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000009,2000009,2000009,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Sandrine,Permanent,1,,5000139,5000139,On a Strategy for Spectral Clustering with Parallel Computation.,Conference and Workshop Papers,2010,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,MOUYSSET,ut3
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000139,5000139,On a Strategy for Spectral Clustering with Parallel Computation.,Conference and Workshop Papers,2010,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Ronan,Permanent,1,,5000143,5000143,Parallelization of Spectral Element Methods.,Conference and Workshop Papers,2002,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000009,2000009,2000009,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Sandrine,Permanent,1,,5000218,5000218,Using a Global Parameter for Gaussian Affinity Matrices in Spectral Clustering.,Conference and Workshop Papers,2008,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,MOUYSSET,ut3
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000218,5000218,Using a Global Parameter for Gaussian Affinity Matrices in Spectral Clustering.,Conference and Workshop Papers,2008,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000407,5000407,A Parallel Matrix Scaling Algorithm.,Conference and Workshop Papers,2008,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000030,2000030,2000030,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Patrick,,1,,5000407,5000407,A Parallel Matrix Scaling Algorithm.,Conference and Workshop Papers,2008,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,AMESTOY,
2000031,2000031,2000031,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Iain,,1,,5000407,5000407,A Parallel Matrix Scaling Algorithm.,Conference and Workshop Papers,2008,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,DUFF,
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000418,5000418,Improving the Numerical Simulation of an Airflow Problem with the BlockCGSI Algorithm.,Conference and Workshop Papers,2006,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000431,5000431,Partial Spectral Information from Linear Systems to Speed-Up Numerical Simulations in Computational Fluid Dynamics.,Conference and Workshop Papers,2004,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000010,2000010,2000010,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Daniel,Permanent,1,,5000432,5000432,Krylov and Polynomial Iterative Solvers Combined with Partial Spectral Factorization for SPD Linear Systems.,Conference and Workshop Papers,2004,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,RUIZ,toulouse inp
2000030,2000030,2000030,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Patrick,,1,,5000528,5000528,Management of Services Based on a Semantic Description Within the GRID-TLSE Project.,Conference and Workshop Papers,2006,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,AMESTOY,
2000428,2000428,2000428,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Marc,Permanent,1,,5000528,5000528,Management of Services Based on a Semantic Description Within the GRID-TLSE Project.,Conference and Workshop Papers,2006,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,PANTEL,toulouse inp
2000030,2000030,2000030,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Patrick,,1,,5000534,5000534,Modeling 1D Distributed-Memory Dense Kernels for an Asynchronous Multifrontal Sparse Solver.,Conference and Workshop Papers,2014,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,AMESTOY,
2000031,2000031,2000031,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Iain,,1,,5000599,5000599,"The Use of Computational Kernels in Full and Sparse Linear Solvers, Efficient Code Design on High-Performance RISC Processors.",Conference and Workshop Papers,1996,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,DUFF,
2000314,2000314,2000314,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Antonio,Permanent,1,,5008839,5008839,Text Mining Grid Services for Multiple Environments.,Conference and Workshop Papers,2008,France,ICI,1000008,1000008,ELIPSE,4000000,4000000,Distributed computing and systems software,SERPA,CNRS
2000423,2000423,2000423,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Aurélie,Permanent,1,,5010232,5010232,Intelligent Service Trading and Brokering for Distributed Network Services in GridSolve.,Conference and Workshop Papers,2010,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,HURAULT,toulouse inp
2000423,2000423,2000423,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Aurélie,Permanent,1,,5010234,5010234,A Grid-Aware Web Portal with Advanced Service Trading for Linear Algebra Calculations.,Conference and Workshop Papers,2008,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,HURAULT,toulouse inp
2000428,2000428,2000428,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Marc,Permanent,1,,5010234,5010234,A Grid-Aware Web Portal with Advanced Service Trading for Linear Algebra Calculations.,Conference and Workshop Papers,2008,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,PANTEL,toulouse inp
2000423,2000423,2000423,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Aurélie,Permanent,1,,5010236,5010236,Semantic-Based Service Trading - Application to Linear Algebra.,Conference and Workshop Papers,2006,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,HURAULT,toulouse inp
2000428,2000428,2000428,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,VECPAR,3000006,3000006,3000006,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",B,Marc,Permanent,1,,5010236,5010236,Semantic-Based Service Trading - Application to Linear Algebra.,Conference and Workshop Papers,2006,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,PANTEL,toulouse inp
2000005,2000005,2000005,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Ronan,Permanent,1,,5000142,5000142,Parallelization of Subdomain Methods with Overlapping for Linear and Nonlinear Convection-Diffusion Problems..,Conference and Workshop Papers,2003,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,GUIVARCH,toulouse inp
2000012,2000012,2000012,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Pierre,Permanent,1,,5000142,5000142,Parallelization of Subdomain Methods with Overlapping for Linear and Nonlinear Convection-Diffusion Problems..,Conference and Workshop Papers,2003,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,SPITéRI,toulouse inp
2000043,2000043,2000043,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Yves,Permanent,1,,5000970,5000970,An object-oriented concurrent programming model for simulation applications on distributed memory processors network.,Conference and Workshop Papers,1993,France,CISO,1000001,1000001,REVA,4000000,4000000,Distributed computing and systems software,DUTHEN,ut1
2000197,2000197,2000197,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Joao,Permanent,1,,5005650,5005650,On the Evaluation of Energy-Efficient Deep Learning Using Stacked Autoencoders on Mobile GPUs.,Conference and Workshop Papers,2017,France,IA,1000005,1000005,ADRIA,4000000,4000000,Distributed computing and systems software,MARQUES,CNRS
2000240,2000240,2000240,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Yannick,Permanent,1,,5007070,5007070,Decidability of Deterministic Process Equivalence for Finitary Deduction Systems.,Conference and Workshop Papers,2020,France,IA,1000006,1000006,LILaC,4000000,4000000,Distributed computing and systems software,CHEVALIER,ut3
2000265,2000265,2000265,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Philipp,,1,,5007760,5007760,Performance Analysis of Bus-Based Interconnects for a Run-Time Reconfigurable Co-Processor Platform.,Conference and Workshop Papers,2008,France,IA,1000006,1000006,LILaC,4000000,4000000,Distributed computing and systems software,KOCH,
2000418,2000418,2000418,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Jean-Paul,Permanent,1,,5010025,5010025,Automatic Refinement for Event-B through Annotated Patterns.,Conference and Workshop Papers,2017,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,BODEVEIX,ut3
2000422,2000422,2000422,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Mamoun,Permanent,1,,5010025,5010025,Automatic Refinement for Event-B through Annotated Patterns.,Conference and Workshop Papers,2017,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,FILALI,CNRS
2000429,2000429,2000429,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,PDP,3000008,3000008,3000008,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",C,Philippe,Permanent,1,,5010387,5010387,A Coordination-Level Middleware for Supporting Flexible Consistency in CSCW.,Conference and Workshop Papers,2006,France,FSL,1000011,1000011,ACADIE,4000000,4000000,Distributed computing and systems software,QUéINNEC,toulouse inp
2000006,2000006,2000006,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,IPDPS,3000009,3000009,3000009,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),A,Julien,Permanent,1,,5000149,5000149,Designing LU-QR Hybrid Solvers for Performance and Stability.,Conference and Workshop Papers,2014,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,HERRMANN,CNRS
2000006,2000006,2000006,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,IPDPS,3000009,3000009,3000009,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),A,Julien,Permanent,1,,5000153,5000153,A Scalable Clustering-Based Task Scheduler for Homogeneous Processors Using DAG Partitioning.,Conference and Workshop Papers,2019,France,CISO,1000000,1000000,APO,4000000,4000000,Distributed computing and systems software,HERRMANN,CNRS
2000224,2000224,2000224,1,0.005478251,0.007656382,0.007433839,0.007607455,0.009267841,IPDPS,3000009,3000009,3000009,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),A,Tuan,,1,,5006496,5006496,Evaluation of a multicore reconfigurable architecture with variable core sizes.,Conference and Workshop Papers,2009,France,IA,1000005,1000005,ADRIA,4000000,4000000,Distributed computing and systems software,Vu,
